,Music,Slow songs or fast songs,Dance,Folk,Country,Classical music,Musical,Pop,Rock,Metal or Hardrock,Punk,"Hiphop, Rap","Reggae, Ska","Swing, Jazz",Rock n roll,Alternative,Latino,"Techno, Trance",Opera,Movies,Horror,Thriller,Comedy,Romantic,Sci-fi,War,Fantasy/Fairy tales,Animated,Documentary,Western,Action,History,Psychology,Politics,Mathematics,Physics,Internet,PC,Economy Management,Biology,Chemistry,Reading,Geography,Foreign languages,Medicine,Law,Cars,Art exhibitions,Religion,"Countryside, outdoors",Dancing,Musical instruments,Writing,Passive sport,Active sport,Gardening,Celebrities,Shopping,Science and technology,Theatre,Fun with friends,Adrenaline sports,Pets,Flying,Storm,Darkness,Heights,Spiders,Snakes,Rats,Ageing,Dangerous dogs,Fear of public speaking,Smoking,Alcohol,Healthy eating,Daily events,Prioritising workload,Writing notes,Workaholism,Thinking ahead,Final judgement,Reliability,Keeping promises,Loss of interest,Friends versus money,Funniness,Fake,Criminal damage,Decision making,Elections,Self-criticism,Judgment calls,Hypochondria,Empathy,Eating to survive,Giving,Compassion to animals,Borrowed stuff,Loneliness,Cheating in school,Health,Changing the past,God,Dreams,Charity,Number of friends,Punctuality,Lying,Waiting,New environment,Mood swings,Appearence and gestures,Socializing,Achievements,Responding to a serious letter,Children,Assertiveness,Getting angry,Knowing the right people,Public speaking,Unpopularity,Life struggles,Happiness in life,Energy levels,Small - big dogs,Personality,Finding lost valuables,Getting up,Interests or hobbies,Parents' advice,Questionnaires or polls,Internet usage,Finances,Shopping centres,Branded clothing,Entertainment spending,Spending on looks,Spending on gadgets,Spending on healthy eating,Age,Height,Weight,Number of siblings,Gender,Left - right handed,Education,Only child,Village - town,House - block of flats
189,5.0,3.0,1.0,3.0,2.0,5.0,3.0,1.0,4.0,5.0,4.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,3.0,3.0,4.0,5.0,4.0,4.0,3.0,2.0,3.0,1.0,5.0,3.0,3.0,1.0,1.0,5.0,2.0,5.0,1.0,2.0,1.0,2.0,2.0,4.0,3.0,1.0,1.0,2.0,3.0,1.0,1.0,2.0,3.0,1.0,3.0,3.0,1.0,1.0,1.0,2.0,2.0,3.0,3,2.0,2.0,2.0,5.0,2,2,3.0,2.0,2.0,3.0,4.0,3.0,2.0,4.0,4.0,3.0,4.0,2.0,2.0,4.0,4.0,2.0,4.0,4.0,1.0,1,2,2.0,3.0,1.0,4.0,5.0,3.0,3.0,3.0,4,2.0,2,1,1,3.0,2.0,3.0,2.0,1.0,3.0,4.0,3.0,2.0,3.0,3.0,5.0,4.0,3.0,3.0,4.0,4.0,3.0,2.0,3.0,4.0,3.0,4.0,2,4.0,3.0,2.0,1.0,1.0,3,3.0,17.0,166.0,54.0,1.0,2,2,2,2,2,1
539,5.0,3.0,3.0,2.0,2.0,5.0,1.0,4.0,5.0,4.0,1.0,1.0,1.0,1.0,3.0,4.0,1.0,1.0,4.0,5.0,2.0,5.0,2.0,1.0,5.0,5.0,2.0,1.0,5.0,4.0,3.0,5.0,4.0,5.0,1.0,5.0,5.0,5.0,2.0,4.0,4.0,2.0,4.0,4.0,5.0,5.0,3.0,4.0,2.0,1.0,1.0,5.0,4.0,3.0,4.0,2.0,3.0,5.0,5.0,4.0,3.0,4.0,1.0,1.0,2.0,2.0,4.0,4.0,5,5.0,4.0,4.0,1.0,4,2,3.0,5.0,1.0,3.0,3.0,5.0,4.0,5.0,4.0,4.0,2.0,3.0,3.0,5.0,4.0,5.0,5.0,5.0,3.0,1,1,2.0,5.0,4.0,5.0,3.0,4.0,2.0,4.0,2,4.0,1,3,2,2.0,2.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,4.0,4.0,2.0,2.0,1.0,4.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,1,1.0,4.0,4.0,4.0,3.0,3,3.0,26.0,194.0,85.0,2.0,1,2,4,2,2,1
576,5.0,3.0,3.0,2.0,4.0,3.0,5.0,3.0,3.0,1.0,2.0,5.0,5.0,2.0,2.0,2.0,2.0,3.0,2.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,3.0,2.0,2.0,3.0,3.0,5.0,5.0,3.0,3.0,2.0,1.0,4.0,3.0,2.0,3.0,5.0,3.0,1.0,4.0,2.0,1.0,1.0,5.0,5.0,1.0,2.0,3.0,5.0,5.0,5.0,5.0,4.0,1.0,1.0,1.0,2.0,4.0,1,1.0,1.0,1.0,2.0,3,1,1.0,3.0,1.0,3.0,4.0,3.0,1.0,3.0,4.0,1.0,3.0,3.0,1.0,4.0,2.0,2.0,3.0,4.0,3.0,2,2,3.0,4.0,2.0,2.0,5.0,1.0,2.0,1.0,4,2.0,3,2,3,2.0,4.0,2.0,3.0,4.0,3.0,3.0,2.0,4.0,3.0,4.0,2.0,2.0,2.0,4.0,5.0,5.0,4.0,3.0,5.0,5.0,3.0,2.0,2,1.0,2.0,5.0,5.0,3.0,5,4.0,21.0,178.0,78.0,3.0,1,2,3,2,2,2
599,5.0,4.0,5.0,3.0,4.0,2.0,2.0,5.0,4.0,3.0,3.0,4.0,4.0,2.0,4.0,4.0,2.0,3.0,1.0,5.0,4.0,5.0,5.0,3.0,4.0,5.0,5.0,5.0,5.0,3.0,5.0,4.0,3.0,3.0,4.0,2.0,4.0,4.0,5.0,2.0,2.0,1.0,3.0,3.0,2.0,2.0,4.0,2.0,3.0,4.0,3.0,2.0,2.0,5.0,4.0,1.0,3.0,3.0,2.0,2.0,5.0,4.0,2.0,3.0,1.0,2.0,4.0,2.0,2,2.0,3.0,3.0,3.0,2,1,2.0,4.0,2.0,2.0,3.0,2.0,4.0,3.0,4.0,2.0,5.0,4.0,2.0,5.0,4.0,3.0,4.0,3.0,1.0,2,1,2.0,4.0,4.0,2.0,3.0,3.0,3.0,5.0,3,3.0,4,2,1,3.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,2.0,3.0,3.0,4.0,2.0,5.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,2,2.0,3.0,4.0,4.0,3.0,3,3.0,19.0,184.0,84.0,1.0,1,2,3,2,2,1
922,5.0,3.0,5.0,1.0,1.0,3.0,2.0,5.0,3.0,1.0,1.0,4.0,3.0,2.0,1.0,1.0,2.0,4.0,3.0,5.0,3.0,4.0,5.0,5.0,1.0,2.0,3.0,3.0,5.0,1.0,5.0,2.0,5.0,5.0,3.0,4.0,5.0,5.0,5.0,5.0,2.0,2.0,5.0,5.0,3.0,4.0,5.0,2.0,1.0,4.0,1.0,1.0,1.0,5.0,1.0,1.0,3.0,5.0,5.0,2.0,5.0,5.0,5.0,1.0,1.0,3.0,1.0,5.0,5,2.0,1.0,1.0,3.0,4,2,4.0,5.0,3.0,5.0,5.0,5.0,1.0,5.0,5.0,2.0,4.0,5.0,2.0,5.0,3.0,5.0,5.0,5.0,1.0,2,2,5.0,5.0,5.0,3.0,2.0,5.0,3.0,1.0,4,4.0,3,1,1,1.0,1.0,2.0,5.0,4.0,5.0,5.0,4.0,5.0,3.0,5.0,3.0,1.0,3.0,4.0,4.0,1.0,4.0,2.0,5.0,3.0,3.0,1.0,2,3.0,5.0,5.0,3.0,5.0,5,5.0,20.0,175.0,67.0,1.0,2,2,3,2,2,1
740,4.0,3.0,5.0,2.0,2.0,2.0,2.0,4.0,4.0,2.0,1.0,5.0,2.0,3.0,3.0,3.0,3.0,2.0,1.0,5.0,3.0,5.0,5.0,2.0,4.0,5.0,3.0,3.0,4.0,3.0,5.0,4.0,3.0,5.0,3.0,2.0,5.0,4.0,5.0,3.0,1.0,3.0,5.0,4.0,3.0,4.0,5.0,3.0,4.0,4.0,3.0,3.0,2.0,3.0,5.0,3.0,4.0,4.0,4.0,3.0,5.0,5.0,4.0,1.0,1.0,1.0,1.0,3.0,5,3.0,3.0,1.0,3.0,3,2,4.0,3.0,2.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,2.0,2.0,4.0,4.0,3.0,4.0,2.0,2,1,3.0,2.0,4.0,2.0,3.0,3.0,4.0,5.0,3,3.0,5,3,1,2.0,2.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,1.0,3.0,3.0,3.0,2.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,3,3.0,4.0,4.0,4.0,4.0,4,4.0,17.0,182.0,84.0,1.0,1,2,3,2,2,2
990,5.0,4.0,2.0,1.0,1.0,2.0,2.0,3.0,4.0,4.0,1.0,1.0,1.0,2.0,3.0,1.0,2.0,1.0,2.0,5.0,2.0,4.0,5.0,2.0,3.0,4.0,2.0,2.0,5.0,4.0,4.0,3.0,2.0,5.0,1.0,1.0,5.0,5.0,3.0,1.0,1.0,3.0,4.0,3.0,2.0,2.0,4.0,1.0,1.0,3.0,1.0,3.0,1.0,4.0,2.0,1.0,1.0,1.0,4.0,1.0,5.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,2.0,1.0,2.0,1,2,2.0,4.0,3.0,1.0,4.0,2.0,1.0,3.0,3.0,2.0,1.0,3.0,3.0,4.0,2.0,4.0,2.0,3.0,1.0,2,4,3.0,2.0,2.0,2.0,5.0,2.0,2.0,1.0,3,1.0,5,2,1,4.0,4.0,2.0,2.0,4.0,2.0,2.0,4.0,4.0,3.0,2.0,2.0,2.0,1.0,4.0,4.0,5.0,3.0,2.0,1.0,5.0,2.0,2.0,2,1.0,2.0,5.0,4.0,3.0,4,1.0,29.0,180.0,93.0,1.0,1,2,3,2,2,1
119,4.0,2.0,4.0,2.0,1.0,3.0,2.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0,3.0,2.0,3.0,4.0,3.0,1.0,2.0,3.0,3.0,2.0,1.0,2.0,4.0,4.0,2.0,4.0,2.0,5.0,1.0,1.0,2.0,4.0,3.0,4.0,1.0,3.0,1.0,1.0,2.0,2.0,4.0,1.0,3.0,3.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,3.0,2.0,3.0,4.0,2.0,1.0,2.0,2.0,4,1.0,1.0,2.0,3.0,3,2,3.0,2.0,4.0,5.0,2.0,5.0,4.0,4.0,4.0,5.0,3.0,2.0,2.0,5.0,3.0,1.0,5.0,5.0,2.0,1,2,1.0,4.0,5.0,2.0,4.0,4.0,3.0,5.0,3,2.0,2,1,3,4.0,4.0,4.0,4.0,2.0,4.0,4.0,5.0,2.0,4.0,4.0,3.0,3.0,4.0,5.0,5.0,4.0,3.0,2.0,5.0,1.0,4.0,5.0,2,5.0,1.0,1.0,4.0,4.0,2,3.0,16.0,161.0,54.0,1.0,2,2,3,2,1,2
239,5.0,3.0,4.0,2.0,1.0,5.0,2.0,2.0,4.0,1.0,3.0,3.0,3.0,4.0,4.0,4.0,2.0,2.0,4.0,5.0,1.0,3.0,5.0,3.0,3.0,3.0,4.0,4.0,2.0,1.0,4.0,4.0,2.0,4.0,1.0,2.0,3.0,1.0,3.0,4.0,2.0,4.0,4.0,3.0,2.0,3.0,2.0,4.0,2.0,3.0,3.0,2.0,3.0,2.0,4.0,3.0,1.0,4.0,3.0,4.0,4.0,3.0,4.0,5.0,4.0,3.0,4.0,5.0,5,3.0,5.0,3.0,4.0,1,2,3.0,4.0,3.0,2.0,3.0,2.0,1.0,3.0,3.0,2.0,3.0,3.0,2.0,5.0,2.0,5.0,3.0,4.0,1.0,2,2,4.0,5.0,4.0,2.0,3.0,4.0,2.0,2.0,3,3.0,4,2,1,2.0,2.0,4.0,5.0,4.0,3.0,4.0,3.0,4.0,4.0,5.0,4.0,4.0,5.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3,3.0,4.0,4.0,3.0,4.0,2,4.0,21.0,173.0,59.0,1.0,2,1,3,1,2,1
35,5.0,3.0,3.0,3.0,1.0,4.0,5.0,5.0,3.0,1.0,1.0,4.0,3.0,1.0,3.0,3.0,5.0,1.0,1.0,5.0,1.0,2.0,5.0,5.0,3.0,4.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,5.0,3.0,1.0,1.0,1.0,5.0,3.0,5.0,1.0,5.0,4.0,2.0,3.0,3.0,4.0,1.0,1.0,3.0,3.0,3.0,3.0,4.0,2.0,5.0,5.0,2.0,5.0,3.0,5.0,3.0,3.0,4.0,5,4.0,5.0,5.0,1.0,3,2,3.0,3.0,2.0,1.0,1.0,2.0,1.0,5.0,3.0,2.0,3.0,4.0,1.0,1.0,3.0,5.0,1.0,5.0,1.0,1,2,5.0,5.0,4.0,3.0,5.0,3.0,1.0,5.0,4,1.0,3,3,1,1.0,5.0,2.0,3.0,2.0,3.0,5.0,3.0,3.0,2.0,3.0,5.0,3.0,3.0,5.0,5.0,3.0,3.0,3.0,5.0,2.0,3.0,1.0,2,3.0,5.0,3.0,5.0,3.0,1,3.0,19.0,170.0,72.0,1.0,2,2,3,2,1,2
251,5.0,5.0,5.0,2.0,2.0,3.0,5.0,5.0,5.0,2.0,4.0,4.0,4.0,3.0,3.0,2.0,4.0,5.0,2.0,5.0,5.0,4.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,5.0,4.0,2.0,5.0,5.0,4.0,1.0,4.0,4.0,1.0,2.0,3.0,2.0,4.0,1.0,3.0,1.0,5.0,4.0,3.0,1.0,4.0,4.0,4.0,5.0,1.0,5.0,3.0,3.0,1.0,5.0,1.0,3,2.0,2.0,5.0,3.0,3,2,3.0,5.0,3.0,5.0,4.0,1.0,1.0,4.0,4.0,2.0,5.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,1.0,1,1,5.0,5.0,5.0,2.0,5.0,3.0,1.0,5.0,3,3.0,3,3,1,1.0,3.0,3.0,5.0,3.0,2.0,2.0,5.0,5.0,3.0,3.0,5.0,5.0,3.0,5.0,5.0,3.0,3.0,4.0,5.0,3.0,3.0,3.0,2,3.0,5.0,1.0,4.0,3.0,1,4.0,19.0,164.0,60.0,2.0,2,2,3,2,1,2
682,4.0,4.0,4.0,2.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,2.0,5.0,2.0,5.0,2.0,4.0,4.0,2.0,4.0,5.0,5.0,4.0,4.0,3.0,5.0,3.0,3.0,2.0,4.0,2.0,4.0,4.0,2.0,2.0,1.0,3.0,4.0,3.0,2.0,2.0,4.0,2.0,4.0,4.0,1.0,1.0,1.0,4.0,1.0,1.0,2.0,3.0,4.0,3.0,4.0,3.0,5.0,3.0,1.0,1.0,2.0,2.0,5,3.0,2.0,4.0,3.0,3,1,2.0,3.0,1.0,1.0,2.0,2.0,3.0,1.0,2.0,3.0,2.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,5.0,1,2,2.0,4.0,4.0,3.0,3.0,2.0,4.0,5.0,3,2.0,3,1,3,3.0,5.0,4.0,2.0,3.0,4.0,4.0,5.0,3.0,3.0,3.0,3.0,4.0,1.0,4.0,3.0,3.0,3.0,3.0,5.0,2.0,3.0,3.0,2,1.0,4.0,4.0,4.0,4.0,4,1.0,19.0,172.0,75.0,4.0,1,2,3,2,1,2
747,5.0,3.0,4.0,3.0,1.0,5.0,4.0,4.0,2.0,4.0,3.0,5.0,4.0,5.0,2.0,5.0,3.0,3.0,5.0,5.0,1.0,4.0,3.0,3.0,3.0,2.0,5.0,5.0,5.0,1.0,4.0,5.0,4.0,2.0,1.0,2.0,1.0,4.0,1.0,5.0,2.0,5.0,5.0,3.0,2.0,1.0,2.0,5.0,5.0,5.0,3.0,5.0,5.0,2.0,4.0,5.0,2.0,4.0,3.0,5.0,4.0,4.0,1.0,1.0,1.0,3.0,1.0,1.0,1,1.0,1.0,5.0,5.0,1,2,4.0,2.0,2.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,2.0,5.0,5.0,4.0,4.0,1.0,2,1,1.0,1.0,4.0,2.0,5.0,3.0,5.0,5.0,4,3.0,4,3,4,2.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,1.0,4.0,4.0,4.0,2,4.0,3.0,1.0,2.0,4.0,5,4.0,18.0,170.0,75.0,2.0,2,2,3,2,2,1
892,5.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,5.0,3.0,2.0,3.0,2.0,2.0,3.0,1.0,2.0,1.0,2.0,5.0,2.0,3.0,5.0,3.0,2.0,3.0,3.0,4.0,4.0,1.0,3.0,3.0,2.0,3.0,4.0,4.0,4.0,4.0,3.0,1.0,2.0,1.0,3.0,4.0,1.0,1.0,5.0,2.0,1.0,2.0,3.0,2.0,1.0,4.0,3.0,1.0,1.0,2.0,4.0,3.0,4.0,4.0,2.0,1.0,1.0,1.0,3.0,3.0,3,2.0,1.0,3.0,2.0,3,2,1.0,3.0,2.0,4.0,3.0,4.0,1.0,3.0,3.0,3.0,4.0,4.0,2.0,4.0,3.0,5.0,3.0,4.0,2.0,2,2,2.0,3.0,3.0,2.0,5.0,3.0,2.0,1.0,4,2.0,4,3,1,2.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,5.0,1.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,2.0,2,3.0,2.0,4.0,5.0,2.0,4,3.0,19.0,181.0,70.0,1.0,1,2,3,1,2,1
431,4.0,3.0,4.0,1.0,3.0,2.0,3.0,2.0,2.0,1.0,1.0,3.0,3.0,3.0,2.0,2.0,4.0,5.0,4.0,5.0,4.0,4.0,5.0,3.0,3.0,2.0,4.0,5.0,4.0,3.0,5.0,2.0,1.0,2.0,5.0,5.0,5.0,5.0,3.0,3.0,3.0,2.0,3.0,4.0,2.0,1.0,5.0,2.0,2.0,4.0,1.0,1.0,1.0,4.0,1.0,3.0,2.0,2.0,5.0,4.0,5.0,4.0,3.0,3.0,2.0,1.0,4.0,3.0,4,4.0,3.0,4.0,4.0,3,3,3.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,2.0,4.0,2.0,2.0,3.0,4.0,3.0,3.0,3.0,2.0,2,4,3.0,4.0,4.0,3.0,3.0,4.0,5.0,3.0,4,2.0,4,1,1,3.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,2.0,4.0,5.0,3.0,3.0,4.0,3.0,4.0,3.0,1.0,3.0,3.0,4.0,4.0,2,5.0,4.0,3.0,4.0,3.0,4,4.0,19.0,185.0,78.0,2.0,1,1,3,2,1,2
532,5.0,3.0,4.0,2.0,1.0,3.0,3.0,4.0,4.0,2.0,1.0,2.0,4.0,5.0,3.0,3.0,4.0,4.0,2.0,5.0,4.0,3.0,5.0,4.0,2.0,2.0,5.0,5.0,5.0,1.0,3.0,5.0,3.0,3.0,1.0,1.0,5.0,2.0,3.0,1.0,1.0,4.0,4.0,5.0,1.0,2.0,1.0,3.0,1.0,4.0,5.0,2.0,3.0,5.0,3.0,2.0,3.0,5.0,3.0,5.0,5.0,3.0,1.0,4.0,1.0,1.0,2.0,2.0,2,1.0,4.0,1.0,1.0,1,1,4.0,3.0,2.0,3.0,3.0,2.0,1.0,3.0,5.0,5.0,5.0,4.0,3.0,2.0,3.0,5.0,3.0,5.0,1.0,1,2,2.0,5.0,5.0,2.0,5.0,3.0,5.0,2.0,3,1.0,3,3,1,4.0,4.0,2.0,5.0,5.0,3.0,4.0,4.0,3.0,3.0,3.0,2.0,5.0,4.0,3.0,4.0,3.0,3.0,2.0,5.0,5.0,4.0,3.0,2,2.0,4.0,2.0,3.0,5.0,1,4.0,19.0,170.0,65.0,0.0,2,2,3,1,2,1
591,4.0,3.0,3.0,3.0,2.0,1.0,5.0,4.0,1.0,1.0,1.0,4.0,2.0,4.0,2.0,2.0,5.0,1.0,2.0,3.0,1.0,1.0,5.0,2.0,4.0,2.0,3.0,4.0,5.0,2.0,4.0,3.0,5.0,4.0,1.0,2.0,3.0,1.0,5.0,2.0,2.0,3.0,5.0,5.0,3.0,4.0,4.0,3.0,2.0,5.0,5.0,2.0,4.0,3.0,5.0,1.0,2.0,4.0,4.0,5.0,3.0,4.0,3.0,5.0,1.0,5.0,1.0,1.0,4,2.0,3.0,3.0,3.0,4,2,3.0,3.0,3.0,5.0,4.0,5.0,3.0,5.0,4.0,3.0,3.0,3.0,1.0,2.0,3.0,5.0,2.0,5.0,1.0,1,1,5.0,3.0,3.0,1.0,3.0,2.0,2.0,3.0,4,2.0,3,1,1,3.0,4.0,3.0,4.0,3.0,4.0,4.0,5.0,5.0,1.0,4.0,4.0,3.0,3.0,5.0,5.0,3.0,3.0,3.0,3.0,5.0,3.0,4.0,2,4.0,4.0,4.0,1.0,3.0,5,4.0,20.0,160.0,55.0,1.0,2,2,4,2,2,1
666,5.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,5.0,3.0,2.0,1.0,1.0,1.0,4.0,5.0,1.0,1.0,1.0,4.0,5.0,3.0,5.0,4.0,5.0,2.0,3.0,4.0,4.0,2.0,2.0,3.0,4.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,4.0,3.0,5.0,1.0,1.0,1.0,5.0,1.0,5.0,1.0,3.0,4.0,5.0,3.0,1.0,1.0,1.0,3.0,4.0,5.0,5.0,5.0,1.0,1.0,2.0,1.0,2.0,1,1.0,2.0,1.0,3.0,1,2,3.0,3.0,3.0,1.0,2.0,4.0,5.0,4.0,4.0,1.0,5.0,5.0,1.0,2.0,3.0,5.0,5.0,4.0,1.0,1,1,4.0,5.0,3.0,5.0,5.0,4.0,5.0,2.0,3,3.0,5,2,1,5.0,3.0,5.0,3.0,5.0,2.0,2.0,5.0,1.0,2.0,2.0,3.0,5.0,4.0,2.0,2.0,5.0,3.0,5.0,5.0,5.0,3.0,3.0,2,2.0,1.0,1.0,5.0,3.0,4,5.0,20.0,164.0,60.0,2.0,2,2,3,2,2,1
436,4.0,3.0,2.0,2.0,2.0,2.0,1.0,4.0,4.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,4.0,3.0,2.0,4.0,3.0,3.0,5.0,4.0,4.0,3.0,4.0,4.0,2.0,2.0,4.0,2.0,2.0,1.0,2.0,3.0,4.0,3.0,2.0,5.0,5.0,2.0,3.0,2.0,5.0,1.0,4.0,2.0,3.0,3.0,5.0,1.0,1.0,2.0,4.0,1.0,2.0,4.0,4.0,2.0,4.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,3,2.0,5.0,3.0,2.0,3,1,2.0,2.0,2.0,2.0,1.0,1.0,2.0,3.0,3.0,1.0,3.0,5.0,2.0,3.0,2.0,2.0,4.0,5.0,2.0,1,2,1.0,2.0,4.0,5.0,5.0,3.0,4.0,3.0,3,1.0,2,3,1,3.0,2.0,4.0,5.0,1.0,3.0,2.0,4.0,5.0,4.0,3.0,5.0,3.0,5.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,2,1.0,5.0,1.0,2.0,4.0,2,3.0,19.0,176.0,62.0,1.0,1,2,3,2,2,1
223,5.0,3.0,3.0,3.0,2.0,3.0,1.0,4.0,2.0,2.0,1.0,4.0,3.0,4.0,2.0,2.0,5.0,2.0,2.0,5.0,1.0,2.0,5.0,3.0,2.0,2.0,4.0,5.0,4.0,1.0,4.0,4.0,5.0,2.0,3.0,2.0,5.0,3.0,2.0,5.0,3.0,5.0,3.0,4.0,2.0,2.0,2.0,3.0,3.0,4.0,5.0,4.0,4.0,5.0,5.0,2.0,2.0,3.0,3.0,3.0,5.0,5.0,5.0,4.0,2.0,1.0,3.0,1.0,3,1.0,5.0,5.0,2.0,3,2,1.0,3.0,2.0,3.0,5.0,5.0,3.0,3.0,5.0,3.0,5.0,4.0,2.0,5.0,5.0,2.0,4.0,5.0,1.0,1,3,5.0,5.0,5.0,2.0,5.0,4.0,2.0,5.0,2,3.0,5,3,1,1.0,3.0,3.0,5.0,3.0,3.0,4.0,4.0,5.0,3.0,4.0,4.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,2.0,2.0,2,4.0,4.0,5.0,2.0,5.0,3,3.0,20.0,168.0,51.0,0.0,2,2,3,1,1,2
593,5.0,3.0,2.0,3.0,1.0,4.0,3.0,2.0,5.0,3.0,2.0,2.0,4.0,3.0,3.0,4.0,4.0,1.0,2.0,4.0,4.0,4.0,5.0,3.0,1.0,3.0,4.0,3.0,4.0,1.0,2.0,2.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,5.0,5.0,4.0,3.0,3.0,5.0,1.0,2.0,2.0,1.0,5.0,3.0,3.0,1.0,5.0,2.0,2.0,1.0,2.0,3.0,3.0,5.0,3.0,5.0,2.0,2.0,2.0,3.0,2.0,1,1.0,1.0,2.0,2.0,3,2,3.0,2.0,3.0,3.0,3.0,2.0,1.0,4.0,4.0,2.0,3.0,3.0,1.0,1.0,4.0,4.0,3.0,4.0,1.0,2,1,3.0,5.0,5.0,2.0,4.0,2.0,3.0,2.0,3,3.0,3,1,1,3.0,4.0,2.0,3.0,3.0,3.0,3.0,4.0,5.0,2.0,2.0,4.0,5.0,4.0,4.0,4.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,3,4.0,1.0,1.0,2.0,2.0,1,3.0,21.0,172.0,52.0,1.0,2,2,3,2,2,1
995,5.0,4.0,2.0,1.0,1.0,1.0,2.0,1.0,4.0,4.0,3.0,3.0,2.0,1.0,1.0,2.0,2.0,5.0,1.0,5.0,4.0,5.0,4.0,3.0,5.0,3.0,3.0,3.0,4.0,1.0,4.0,3.0,4.0,3.0,4.0,2.0,5.0,4.0,4.0,1.0,2.0,1.0,5.0,5.0,1.0,4.0,4.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0,2.0,5.0,2.0,5.0,3.0,2.0,1.0,1.0,1.0,2,1.0,1.0,2.0,2.0,3,3,4.0,3.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,1.0,2.0,3.0,5.0,4.0,3.0,1.0,1,3,5.0,5.0,5.0,4.0,3.0,3.0,4.0,4.0,4,2.0,3,1,3,3.0,4.0,4.0,3.0,4.0,2.0,3.0,4.0,4.0,3.0,4.0,3.0,5.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,2,4.0,3.0,1.0,3.0,2.0,2,4.0,18.0,163.0,53.0,0.0,2,2,3,1,2,1
134,5.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,5.0,5.0,3.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,3.0,4.0,3.0,3.0,3.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,1.0,3.0,3.0,2.0,1.0,1.0,3.0,3.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,5.0,3,1.0,5.0,5.0,5.0,1,2,3.0,3.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,3.0,4.0,5.0,5.0,5.0,1.0,5.0,5.0,3.0,1,5,1.0,5.0,5.0,5.0,4.0,3.0,5.0,1.0,3,1.0,3,3,3,1.0,3.0,5.0,3.0,1.0,3.0,1.0,3.0,3.0,5.0,4.0,5.0,5.0,5.0,1.0,1.0,5.0,1.0,1.0,5.0,1.0,1.0,1.0,2,1.0,3.0,5.0,5.0,5.0,5,5.0,16.0,170.0,59.0,1.0,2,2,3,1,1,2
